1814	120	172
1816	79	253
1825	311	496
1826	311	496
1830	285	762
1831	285	762
1836	285	762
1837	285	762
1838	285	762
1841	123	253
1843	285	762
1847	150	601
1865	285	762
1871	150	762
1872	29	79
1872	150	762
1873	150	762
1874	150	762
1875	150	762
1892	116	826
1915	63	481
1917	120	172
1918	120	172
1924	63	481
1925	63	481
1925	762	771
1926	63	481
1927	63	481
1928	63	481
1930	63	481
1931	63	481
1934	63	481
1935	63	481
1936	63	481
1939	63	481
1940	63	481
1943	63	481
1983	56	939
1983	50	335
1988	123	253
1997	778	826
1998	778	826
2016	223	496
2021	123	253
2022	29	56
2023	29	56
2024	29	56
2025	29	56
2026	29	56
2028	116	778
2028	123	253
2028	95	819
2028	29	56
2050	105	113
2056	223	496
2075	172	311
2076	120	311
2080	172	311
2080	105	113
2081	120	172
2081	172	311
2083	120	311
2084	105	113
2101	105	113
2102	113	513
2102	123	253
2103	123	253
2104	105	113
2109	113	513
2109	172	311
2110	172	311
2113	172	311
2114	172	311
2115	172	311
2116	123	253
2116	172	311
2117	172	311
2117	123	253
2118	172	311
2119	172	311
2119	123	253
2120	119	275
2120	172	311
2121	172	311
2123	172	311
2124	105	113
2129	119	335
2133	113	513
2136	63	481
2144	105	513
2150	50	771
2151	50	771
2159	15	95
2163	15	29
2163	15	95
2163	29	95
2164	15	29
2164	15	95
2164	29	95
2165	15	95
2171	15	95
2172	15	95
2173	15	95
2174	15	95
2174	194	786
2176	105	113
2178	95	194
2179	15	95
2180	15	95
2182	95	194
2183	150	154
2183	95	194
2184	150	154
2184	95	194
2184	15	95
2185	105	113
2185	150	154
2186	105	113
2186	150	154
2187	105	113
2188	150	154
2191	494	765
2191	150	154
2192	150	154
2192	494	765
2193	150	154
2194	150	154
2197	494	765
2197	150	154
2198	150	154
2204	48	209
2205	48	209
2206	113	513
2206	48	209
2209	80	222
2214	17	48
2216	179	209
2217	17	179
2217	17	48
2217	179	209
2217	17	209
2218	66	209
2219	123	253
2219	48	209
2219	17	66
2220	17	66
2221	80	222
2221	17	66
2222	17	66
2222	123	253
2223	66	196
2223	196	223
2223	17	66
2224	66	209
2224	196	223
2224	39	205
2224	17	102
2224	17	66
2224	223	819
2225	48	66
2225	196	819
2225	17	66
2226	48	66
2226	80	765
2226	196	819
2226	66	209
2226	66	102
2226	17	66
2227	66	209
2227	196	819
2227	80	765
2227	66	102
2227	17	66
2227	17	179
2227	48	66
2228	21	66
2228	223	819
2228	48	66
2228	66	102
2228	48	209
2228	102	179
2228	196	819
2229	102	179
2229	48	209
2229	17	102
2229	66	102
2229	21	48
2229	205	496
2230	21	66
2230	66	102
2230	17	102
2230	48	209
2230	102	179
2231	102	179
2231	48	134
2231	17	102
2231	134	209
2231	21	66
2231	66	102
2231	48	209
2231	80	765
2231	66	209
2232	48	66
2233	80	765
2234	80	765
2234	105	113
2235	80	765
2236	80	765
2236	240	275
2238	80	222
2239	80	222
2239	134	240
2240	80	222
2240	134	240
2241	80	222
2241	240	285
2241	134	496
2242	123	253
2242	134	285
2242	80	222
2242	240	285
2243	134	240
2243	80	222
2243	240	285
2243	123	253
2243	134	285
2246	205	496
2246	271	601
2247	205	496
2249	205	311
2249	271	601
2249	205	496
2249	80	311
2250	311	496
2250	205	496
2251	63	481
2251	205	496
2252	205	496
2252	80	222
2253	63	271
2253	205	496
2253	80	222
2254	80	765
2254	80	222
2254	205	311
2254	205	496
2255	80	765
2255	205	496
2256	80	765
2256	80	222
2257	80	222
2257	205	496
2258	222	496
2258	205	496
2258	205	311
2259	311	496
2259	205	496
2260	205	496
2260	205	311
2261	205	496
2262	205	496
2263	205	496
2263	80	222
2263	80	765
2264	205	496
2265	80	765
2265	205	496
2266	205	496
2266	80	765
2266	222	496
2266	39	113
2267	39	113
2267	80	765
2267	205	496
2268	80	222
2269	80	765
2270	80	765
2271	205	496
2271	80	765
2272	123	253
2272	80	765
2273	80	494
2273	80	765
2274	80	765
2274	80	494
2275	80	765
2275	80	494
2276	80	494
2276	80	765
2278	39	113
2280	494	765
2282	123	253
2295	80	222
2305	105	275
2316	311	496
2317	80	222
2317	311	496
2318	123	253
2318	311	496
2319	123	253
2323	80	311
2324	80	311
2326	311	496
2327	311	496
2328	311	496
2329	80	765
2329	311	496
2330	311	496
2331	311	496
2336	311	496
2346	113	242
2347	113	194
2348	311	496
2350	113	242
2351	311	496
2351	113	242
2351	113	194
2352	113	242
2353	113	194
2365	311	496
2366	311	496
2367	79	804
2367	311	496
2369	311	496
2369	267	311
2370	267	311
2370	311	496
2371	267	311
2373	80	222
2373	205	267
2373	267	311
2374	66	102
2374	80	222
2374	267	311
2374	123	164
2375	21	66
2375	205	267
2375	267	311
2376	267	311
2377	267	311
2378	79	804
2378	267	311
2379	79	804
2379	267	311
2379	66	179
2380	267	496
2380	267	311
2381	267	311
2381	267	496
2382	267	496
2382	267	311
2382	80	222
2382	311	496
2383	311	496
2383	267	311
2383	267	496
2383	205	267
2384	48	804
2384	511	804
2384	311	496
2384	267	311
2384	205	267
2384	179	222
2384	267	496
2385	179	222
2385	205	267
2385	511	804
2385	267	311
2386	267	311
2386	48	179
2387	48	179
2387	17	179
2387	267	311
2388	267	311
2388	17	179
2388	311	496
2388	511	804
2389	511	804
2390	48	179
2391	511	804
2391	48	179
2392	511	804
2392	267	496
2392	48	179
2393	66	804
2393	267	496
2393	21	48
2393	17	21
2393	17	48
2393	511	804
2394	267	496
2394	275	804
2394	511	804
2395	511	804
2396	311	496
2396	102	271
2396	511	804
2396	102	601
2396	21	66
2397	271	601
2397	267	311
2397	511	804
2398	271	601
2398	511	804
2399	21	66
2399	271	601
2400	267	311
2400	21	66
2400	311	496
2400	267	496
2400	271	601
2401	311	496
2401	267	311
2401	267	496
2402	205	496
2402	48	66
2402	79	311
2403	311	496
2404	222	267
2404	271	601
2406	222	267
2406	271	601
2406	48	80
2407	222	267
2408	271	601
2408	804	826
2409	804	826
2409	48	66
2409	778	804
2411	222	267
2411	271	601
2412	209	285
2412	79	102
2412	271	601
2414	285	875
2414	222	267
2414	223	267
2414	222	223
2415	223	267
2415	222	223
2415	222	267
2415	285	875
2416	271	601
2416	285	875
2416	222	267
2416	223	267
2417	223	267
2417	285	875
2417	222	267
2418	271	601
2418	285	875
2418	223	267
2419	285	875
2419	184	267
2419	275	875
2421	271	601
2422	285	875
2422	271	601
2423	285	875
2423	271	601
2424	285	875
2424	184	804
2425	184	804
2426	184	804
2427	184	804
2429	285	875
2431	285	875
2434	102	240
2434	222	267
2435	222	267
2435	102	240
2436	222	267
2437	222	267
2438	285	875
2445	48	66
2446	285	875
2446	48	66
2449	48	66
2449	222	267
2450	48	66
2450	222	267
2450	21	66
2453	21	209
2455	222	267
2455	119	875
2457	21	209
2457	222	267
2458	222	267
2461	48	66
2461	21	66
2464	48	66
2465	48	66
2465	21	66
2465	21	48
2466	48	66
2476	222	267
2477	222	267
2478	21	66
2478	79	95
2480	222	267
2480	29	95
2481	48	66
2481	21	66
2482	21	66
2482	222	267
2482	95	181
2483	48	66
2483	222	267
2483	21	66
2484	48	66
2484	21	66
2485	48	66
2486	134	240
2487	21	66
2487	21	48
2487	48	66
2488	21	66
2488	48	66
2489	48	66
2489	21	66
2490	79	95
2490	21	48
2490	48	66
2490	21	66
2491	48	66
2492	48	66
2493	48	66
2494	48	66
2494	39	267
2495	48	66
2496	48	66
2497	48	66
2498	95	786
2498	48	66
2499	48	66
2499	21	48
2502	50	102
2503	39	205
2503	63	481
2504	39	205
2505	39	205
2506	39	205
2506	119	275
2507	39	205
2510	21	66
2511	223	311
2512	223	311
2512	21	66
2520	17	21
2520	48	66
2520	21	66
2524	765	786
2525	765	786
2527	50	771
2527	119	762
2530	17	771
2537	765	786
2538	123	253
2538	765	786
2539	448	499
2546	335	511
2546	50	875
2550	120	494
2551	120	494
2552	120	494
2553	120	494
2554	120	494
2556	120	494
2557	120	494
2558	120	494
2559	120	494
2560	120	494
2561	120	494
2562	120	494
2563	120	494
2564	120	494
2565	120	494
2566	120	494
2567	120	494
2567	123	253
2570	120	494
2570	123	253
2571	123	253
2571	120	494
2572	120	494
2573	120	494
2574	120	494
2579	765	786
2582	120	494
2583	120	494
2584	120	494
2585	120	494
2586	120	494
2587	120	494
2588	120	494
2588	123	253
2589	120	494
2590	120	494
2590	765	786
2591	765	786
2591	120	494
2592	765	786
2592	120	494
2593	120	494
2594	765	786
2598	123	253
2598	120	494
2598	765	786
2598	222	267
2599	123	253
2599	765	786
2599	120	494
2600	765	786
2600	123	253
2600	120	494
2601	120	494
2601	765	786
2602	120	494
2603	120	494
2604	120	494
2604	765	786
2605	120	494
2606	765	786
2606	120	494
2607	120	494
2608	120	494
2609	120	494
2610	120	494
2611	120	494
2611	765	786
2612	765	786
2612	120	494
2613	765	786
2613	120	494
2614	120	494
2615	120	494
2645	765	786
2645	120	494
2649	765	786
2649	222	267
2653	120	494
2654	134	285
2654	120	494
2657	765	786
2658	222	267
2660	222	267
2661	222	267
2666	765	786
2667	765	786
2668	765	786
2676	29	222
2677	223	311
2677	29	222
2680	222	267
2690	120	494
2692	222	267
2694	123	253
2695	120	494
2695	123	253
2700	765	786
2704	222	267
2705	222	267
2706	268	845
2706	222	267
2707	134	762
2707	17	762
2707	222	267
2714	765	786
2720	765	786
2721	184	778
2721	765	786
2722	17	762
2722	765	786
2722	184	778
2723	184	778
2723	17	762
2726	184	778
2726	765	786
2727	184	778
2727	765	786
2728	184	778
2730	116	762
2731	184	778
2732	184	778
2733	120	494
2733	184	778
2734	184	778
2735	120	494
2736	120	494
2737	120	494
2737	184	778
2738	184	778
2739	184	778
2740	184	778
2741	184	778
2742	184	778
2743	120	494
2743	184	778
2744	184	778
2744	765	786
2745	184	778
2745	765	786
2745	120	494
2746	184	778
2746	765	786
2747	184	778
2747	765	786
2748	765	786
2748	184	778
2749	765	786
2749	184	778
2750	184	778
2751	184	778
2752	120	494
2752	184	778
2753	184	778
2755	119	275
2755	120	494
2756	120	494
2756	184	778
2756	119	275
2758	765	786
2759	123	253
2759	765	786
2760	765	786
2760	120	494
2760	123	253
2761	120	494
2762	765	786
2763	184	778
2763	765	786
2764	765	786
2764	184	778
2765	765	786
2765	184	778
2766	184	778
2766	765	786
2768	184	778
2769	184	778
2770	184	778
2771	184	778
2771	765	786
2772	184	778
2773	184	778
2774	765	786
2774	184	778
2775	184	778
2776	184	778
2777	184	778
2778	184	778
2778	120	494
2779	120	494
2779	184	778
2780	120	494
2780	184	778
2781	184	778
2781	120	494
2782	120	494
2783	196	223
2784	120	494
2785	120	494
2787	120	494
2788	120	494
2788	80	762
2788	275	762
2789	120	494
2790	120	494
2792	120	494
2793	120	494
2796	120	494
2797	63	154
2797	119	275
2798	119	275
2803	120	494
2803	116	481
2805	765	786
2806	765	786
2807	765	786
2809	765	786
2809	120	494
2810	120	494
2813	120	494
2814	116	481
2814	120	494
2815	765	786
2816	765	786
2817	765	786
2819	120	494
2819	765	786
2820	120	494
2821	120	494
2822	120	494
2823	765	786
2823	120	494
2824	765	786
2825	765	786
2827	765	786
2830	765	786
2831	765	786
2834	765	786
2835	765	786
2843	63	481
2844	63	481
2848	63	481
2849	762	875
2850	123	253
2851	123	253
2852	123	253
2853	123	253
2853	762	875
2858	63	105
2859	63	105
2864	63	481
2865	184	778
2865	63	481
2866	50	875
2868	184	778
2868	762	875
2869	184	185
2869	185	778
2869	184	268
2869	63	481
2869	184	778
2870	184	185
2870	184	268
2870	63	481
2871	184	268
2872	184	268
2872	184	778
2874	184	778
2876	17	102
2877	184	268
2879	184	804
2880	184	268
2881	184	268
2884	17	102
2885	17	102
2886	184	268
2887	184	268
2888	184	804
2889	184	804
2891	184	268
2893	184	268
2920	113	223
2922	184	268
2928	184	268
2931	15	95
2945	205	223
2955	95	496
2955	15	496
2956	15	496
2957	15	496
2967	205	223
2969	123	253
2970	285	481
2970	123	253
2971	123	253
2973	123	253
2973	205	223
2975	123	253
2976	123	253
2977	123	253
2981	184	268
2985	15	496
2985	123	253
2986	15	95
2991	222	267
2992	222	267
2992	120	494
2993	120	494
2993	222	267
2994	222	267
2994	120	494
2995	222	267
2996	222	267
2997	222	267
2998	222	267
3001	222	267
3002	120	494
3002	184	268
3007	222	267
3008	222	267
3009	240	938
3014	222	267
3015	222	267
3016	222	267
3017	222	267
3018	222	267
3019	222	267
3020	222	267
3021	222	267
3022	222	267
3023	222	267
3024	222	267
3029	285	481
3030	285	481
3036	120	494
3037	120	494
3038	120	494
3038	194	311
3039	120	494
3039	194	311
3040	194	311
3040	120	494
3041	120	494
3045	120	494
3048	150	285
3049	150	285
3053	194	311
3057	194	311
3058	194	311
3059	194	311
3060	194	311
3061	194	311
3064	123	253
3067	123	253
3068	120	494
3122	95	194
3123	95	194
3124	95	194
3125	95	194
3126	95	194
3127	95	194
3128	95	194
3129	95	194
3130	194	311
3130	95	194
3131	194	311
3133	222	267
3134	222	267
3135	95	194
3135	222	267
3136	222	267
3136	95	194
3137	222	267
3137	95	194
3138	95	194
3140	184	845
3141	184	268
3142	184	268
3142	184	845
3143	184	845
3143	184	268
3145	184	268
3145	184	845
3146	184	845
3147	184	845
3148	184	845
3149	184	268
3152	184	845
3154	184	826
3156	184	268
3157	184	268
3159	39	205
3160	39	205
3161	39	205
3169	123	253
3170	123	253
3174	223	253
3175	120	765
3176	120	765
3180	120	765
3181	95	123
3182	95	123
3183	95	123
3183	15	123
3183	123	253
3183	95	253
3183	15	95
3184	120	765
3184	95	123
3185	120	765
3185	95	123
3186	95	123
3187	95	123
3188	95	123
3189	95	123
3200	123	253
3201	123	253
3201	120	765
3202	120	765
3203	120	765
3203	123	253
3204	123	253
3205	120	765
3205	123	253
3206	120	765
3206	123	253
3207	123	253
3210	39	804
3212	120	765
3213	120	765
3214	120	765
3218	120	765
3224	120	494
3235	172	196
3253	275	804
